Division,YEAR,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
UTTARAKHAND,1968,296,126.9,1002.4,53.3
UTTARAKHAND,1969,122.9,186.7,1299.6,26.5
UTTARAKHAND,1970,129.9,107.3,1025.3,31.1
UTTARAKHAND,1971,153.9,384.5,1163.6,101.9
UTTARAKHAND,1972,122,102.6,809.6,43.6
UTTARAKHAND,1973,138.7,94.5,948.9,57.6
UTTARAKHAND,1974,84.8,52.5,929.4,95.1
UTTARAKHAND,1975,145.8,107.1,1305.5,21.9
UTTARAKHAND,1976,71.1,93.8,814.6,6.8
UTTARAKHAND,1977,54.7,170.8,1109.6,81.1
UTTARAKHAND,1978,117.7,290.2,1558.5,65
UTTARAKHAND,1979,119,153.5,747.5,52.3
UTTARAKHAND,1980,77.4,97.3,1097.2,61.6
UTTARAKHAND,1981,95.4,182.3,1016.7,61.7
UTTARAKHAND,1982,120.5,298.5,900.4,52.7
UTTARAKHAND,1983,126.4,326.1,1008.3,64.5
UTTARAKHAND,1984,148.5,84,1070.6,35.9
UTTARAKHAND,1985,63.9,118.4,1173.8,297.6
UTTARAKHAND,1986,72.2,305.9,997.1,139.3
UTTARAKHAND,1987,91.5,227.1,631.1,37.5
UTTARAKHAND,1988,99.7,208.1,1213.4,81.2
UTTARAKHAND,1989,105.7,68.7,1021.4,67.9
UTTARAKHAND,1990,97.9,193.3,1185.8,87.8
UTTARAKHAND,1991,71.2,124.8,774.6,50.1
UTTARAKHAND,1992,103.8,80.5,909.4,14.5
UTTARAKHAND,1993,147.3,254.4,1183.5,8.8
UTTARAKHAND,1994,140.9,156.4,1115.1,29.3
UTTARAKHAND,1995,222.6,155.8,1210.2,27.5
UTTARAKHAND,1996,139.4,113.8,1116.4,31.9
UTTARAKHAND,1997,57,177.9,529.5,39.1
UTTARAKHAND,1998,78,257.7,786.2,76.7
UTTARAKHAND,1999,44.4,53.1,1051.2,36.8
UTTARAKHAND,2000,99.3,139.4,1465.4,8.8
UTTARAKHAND,2001,50.6,240.7,1230.3,22.9
UTTARAKHAND,2002,177,258.5,1112.1,27.1
UTTARAKHAND,2003,166.7,220.9,1316.6,30.2
UTTARAKHAND,2004,70.2,117.6,954.7,77.1
UTTARAKHAND,2005,147.3,119.1,1061.3,20.5
UTTARAKHAND,2006,58.3,244.4,823.7,52.6
UTTARAKHAND,2007,140.6,243,1491.2,49.6
UTTARAKHAND,2008,67.3,178.4,1082.3,35.7
UTTARAKHAND,2009,29.4,114.8,608.7,94.9
UTTARAKHAND,2010,73.6,64.5,1253.9,32
UTTARAKHAND,2011,96.1,133.1,1328.5,6.9
UTTARAKHAND,2012,50.8,76.4,1073.1,23.6
UTTARAKHAND,2013,261.3,65,1373,36.2
UTTARAKHAND,2014,145.8,158.8,897.7,85.1
UTTARAKHAND,2015,117,222.6,881.5,26.4
HARYANA DELHI & CHANDIGARH,1901,64.3,16.2,301.6,8.1
HARYANA DELHI & CHANDIGARH,1902,0.7,28.9,380.9,9.3
HARYANA DELHI & CHANDIGARH,1903,15.2,11.3,396.1,6.2
HARYANA DELHI & CHANDIGARH,1904,8.3,77.8,409.3,32.3
HARYANA DELHI & CHANDIGARH,1905,65.7,22.7,229.4,5.1
HARYANA DELHI & CHANDIGARH,1906,67.7,32.9,488,5
HARYANA DELHI & CHANDIGARH,1907,57.1,67.2,319.5,0.1
HARYANA DELHI & CHANDIGARH,1908,37.5,30.1,619.5,2
HARYANA DELHI & CHANDIGARH,1909,19,80.9,633.7,35.8
HARYANA DELHI & CHANDIGARH,1910,24.8,5.3,487,88.1
HARYANA DELHI & CHANDIGARH,1911,67.8,54.1,337.4,50.4
HARYANA DELHI & CHANDIGARH,1912,55.9,21,441.4,11
HARYANA DELHI & CHANDIGARH,1913,43.9,94,359.6,10.9
HARYANA DELHI & CHANDIGARH,1914,9.3,48.4,586,21
HARYANA DELHI & CHANDIGARH,1915,79.9,55.9,278.4,8.2
HARYANA DELHI & CHANDIGARH,1916,16.2,14.9,536.4,61.6
HARYANA DELHI & CHANDIGARH,1917,13.5,63.5,801.2,108.5
HARYANA DELHI & CHANDIGARH,1918,10.1,22.2,201.4,1.1
HARYANA DELHI & CHANDIGARH,1919,63.8,25.4,438.3,26.2
HARYANA DELHI & CHANDIGARH,1920,24.1,35.1,308.1,1.5
HARYANA DELHI & CHANDIGARH,1921,22.5,2,389.5,32.5
HARYANA DELHI & CHANDIGARH,1922,18.8,2.7,502.6,28.7
HARYANA DELHI & CHANDIGARH,1923,69.7,20.6,447.4,43.8
HARYANA DELHI & CHANDIGARH,1924,67.4,8.8,515.6,63
HARYANA DELHI & CHANDIGARH,1925,5,14.4,519.6,18.2
HARYANA DELHI & CHANDIGARH,1926,18.7,82.8,511.3,3
HARYANA DELHI & CHANDIGARH,1927,34.3,36.1,379.7,52.4
HARYANA DELHI & CHANDIGARH,1928,49.8,13,280.7,44.6
HARYANA DELHI & CHANDIGARH,1929,15.4,13.2,248.1,30
HARYANA DELHI & CHANDIGARH,1930,39.8,9.2,445.9,5.7
HARYANA DELHI & CHANDIGARH,1931,17.5,22.4,441.9,37.5
HARYANA DELHI & CHANDIGARH,1932,5.1,37.1,382.1,15.8
HARYANA DELHI & CHANDIGARH,1933,20.6,60.7,756.8,18.7
HARYANA DELHI & CHANDIGARH,1934,22.6,50.4,422.8,5.6
HARYANA DELHI & CHANDIGARH,1935,60.2,37,443.5,27.7
HARYANA DELHI & CHANDIGARH,1936,19.8,10.8,452.7,27.7
HARYANA DELHI & CHANDIGARH,1937,76.7,30.8,364.4,9.8
HARYANA DELHI & CHANDIGARH,1938,45.9,8.9,216.3,7.7
HARYANA DELHI & CHANDIGARH,1939,40.5,20.9,247.6,1.2
HARYANA DELHI & CHANDIGARH,1940,63.8,20.3,311.1,0.5
HARYANA DELHI & CHANDIGARH,1941,64.3,18.4,273.8,7.4
HARYANA DELHI & CHANDIGARH,1942,73.6,21.2,697.6,12.2
HARYANA DELHI & CHANDIGARH,1943,21.7,25.6,360.4,0.1
HARYANA DELHI & CHANDIGARH,1944,54.4,63.1,340.7,26
HARYANA DELHI & CHANDIGARH,1945,41.5,16.8,591.2,5.1
HARYANA DELHI & CHANDIGARH,1946,9.8,32.1,367.6,28.3
HARYANA DELHI & CHANDIGARH,1947,33,10.8,410,10.7
HARYANA DELHI & CHANDIGARH,1948,65.9,24.7,496.1,5.4
HARYANA DELHI & CHANDIGARH,1949,31.3,7.8,442.9,3.2
HARYANA DELHI & CHANDIGARH,1950,28.7,24.7,496.4,1.4
HARYANA DELHI & CHANDIGARH,1951,8.7,54.2,247.7,27.7
HARYANA DELHI & CHANDIGARH,1952,26,25.3,501.9,3.2
HARYANA DELHI & CHANDIGARH,1953,41.1,10,503.3,7.5
HARYANA DELHI & CHANDIGARH,1954,117.1,14.5,361.2,44.2
HARYANA DELHI & CHANDIGARH,1955,34.7,27.7,498.8,132.8
HARYANA DELHI & CHANDIGARH,1956,19.7,28.9,468.9,136.3
HARYANA DELHI & CHANDIGARH,1957,53.4,38.7,466.2,58.9
HARYANA DELHI & CHANDIGARH,1958,4.8,11.7,623.1,33.4
HARYANA DELHI & CHANDIGARH,1959,36.4,17.4,395.7,35.4
HARYANA DELHI & CHANDIGARH,1960,11.3,30,637.5,44.1
HARYANA DELHI & CHANDIGARH,1961,70.2,16,500.1,41.6
HARYANA DELHI & CHANDIGARH,1962,31.5,10.5,459.6,9.4
HARYANA DELHI & CHANDIGARH,1963,7.2,10.4,488.9,15.4
HARYANA DELHI & CHANDIGARH,1964,6.2,15.9,682.1,6.7
HARYANA DELHI & CHANDIGARH,1965,17.7,36.3,316.7,11.3
HARYANA DELHI & CHANDIGARH,1966,37.3,53.7,609,7.8
HARYANA DELHI & CHANDIGARH,1967,2.4,57.3,689.7,90.5
HARYANA DELHI & CHANDIGARH,1968,30,19.6,329.6,9.1
HARYANA DELHI & CHANDIGARH,1969,8.3,34.3,433.7,1
HARYANA DELHI & CHANDIGARH,1970,70.8,20.9,445.7,0.8
HARYANA DELHI & CHANDIGARH,1971,35.9,67.4,520.5,13.1
HARYANA DELHI & CHANDIGARH,1972,18.9,17.4,360.6,44
HARYANA DELHI & CHANDIGARH,1973,21,36.7,440.8,28.6
HARYANA DELHI & CHANDIGARH,1974,1.8,7,346.1,29.9
HARYANA DELHI & CHANDIGARH,1975,23.2,15.3,563,20.6
HARYANA DELHI & CHANDIGARH,1976,31.8,41.9,651.8,1.1
HARYANA DELHI & CHANDIGARH,1977,51.6,47.2,623.1,18.3
HARYANA DELHI & CHANDIGARH,1978,25,57.4,563.4,5.3
HARYANA DELHI & CHANDIGARH,1979,68.7,44.1,215.9,12.7
HARYANA DELHI & CHANDIGARH,1980,8,31.2,434.3,39.7
HARYANA DELHI & CHANDIGARH,1981,39,53.2,358.4,42.9
HARYANA DELHI & CHANDIGARH,1982,41.4,161.1,284.9,19.2
HARYANA DELHI & CHANDIGARH,1983,43.2,124.3,568.2,8.7
HARYANA DELHI & CHANDIGARH,1984,16.4,3.8,457.8,1.1
HARYANA DELHI & CHANDIGARH,1985,3.8,12.3,489.4,66.9
HARYANA DELHI & CHANDIGARH,1986,38.2,52.1,339.3,21.4
HARYANA DELHI & CHANDIGARH,1987,49.1,81.3,178.7,9.5
HARYANA DELHI & CHANDIGARH,1988,14.7,41.5,776.7,12.1
HARYANA DELHI & CHANDIGARH,1989,40.5,14.6,343.6,17.8
HARYANA DELHI & CHANDIGARH,1990,79.5,28.9,558.7,36
HARYANA DELHI & CHANDIGARH,1991,19.7,22.2,330.5,21.4
HARYANA DELHI & CHANDIGARH,1992,36.7,9.6,372.3,11.1
HARYANA DELHI & CHANDIGARH,1993,20.7,25.5,477.6,0
HARYANA DELHI & CHANDIGARH,1994,31.4,16.7,515.9,0.3
HARYANA DELHI & CHANDIGARH,1995,60.5,15.3,742.7,0.7
HARYANA DELHI & CHANDIGARH,1996,46.5,17.3,560.7,20.2
HARYANA DELHI & CHANDIGARH,1997,8.8,87.9,457.5,114.4
HARYANA DELHI & CHANDIGARH,1998,25,40.6,535.6,84
HARYANA DELHI & CHANDIGARH,1999,32.4,21.5,285.4,5.1
HARYANA DELHI & CHANDIGARH,2000,46.2,25.6,311.1,1.6
HARYANA DELHI & CHANDIGARH,2001,23,74.8,376.3,11.4
HARYANA DELHI & CHANDIGARH,2002,42.7,62.1,241.8,10.7
HARYANA DELHI & CHANDIGARH,2003,44.6,13.3,528.5,11.2
HARYANA DELHI & CHANDIGARH,2004,25.7,58.8,347.5,55.3
HARYANA DELHI & CHANDIGARH,2005,49.6,40.3,428.8,0.8
HARYANA DELHI & CHANDIGARH,2006,2.4,55.7,262.6,10.2
HARYANA DELHI & CHANDIGARH,2007,76.5,54.6,313.7,1.7
HARYANA DELHI & CHANDIGARH,2008,2.8,86.9,606.6,14.1
HARYANA DELHI & CHANDIGARH,2009,10,35.2,346.3,4
HARYANA DELHI & CHANDIGARH,2010,15,7.2,600.8,17.5
HARYANA DELHI & CHANDIGARH,2011,27.5,44.4,439.8,0.4
HARYANA DELHI & CHANDIGARH,2012,8.4,15.8,360.7,6.5
HARYANA DELHI & CHANDIGARH,2013,73.2,10,363.3,14.7
HARYANA DELHI & CHANDIGARH,2014,30.3,54.6,200.2,20.3
HARYANA DELHI & CHANDIGARH,2015,18.9,114.9,295.2,6.2
PUNJAB,1901,105.9,52.5,358.1,7
PUNJAB,1902,0.8,50.4,337.7,9.1
PUNJAB,1903,29.9,55.5,469.1,16.4
PUNJAB,1904,25.9,102.9,279.7,43.1
PUNJAB,1905,93.3,27,303.2,10.7
PUNJAB,1906,88.4,56.6,509.8,22.7
PUNJAB,1907,122.6,107.2,358.9,0.4
PUNJAB,1908,58.7,43.7,633.1,4.9
PUNJAB,1909,55.1,50.7,698.2,42.1
PUNJAB,1910,32.7,5.2,552.6,25.7
PUNJAB,1911,119.4,113.1,228.8,44.4
PUNJAB,1912,58.5,38.3,418.9,20.7
PUNJAB,1913,59.6,100.9,380.1,20.6
PUNJAB,1914,46.7,77.7,618.5,51.5
PUNJAB,1915,88.5,61.9,249.6,21.7
PUNJAB,1916,23.7,15.4,527.6,21.6
PUNJAB,1917,9.6,115.7,835.5,165.9
PUNJAB,1918,4.4,100.5,226.5,8.3
PUNJAB,1919,93.7,27.9,391.7,36.5
PUNJAB,1920,44,41.9,295.3,1.9
PUNJAB,1921,23.2,2.5,297.2,47.6
PUNJAB,1922,37.8,7.7,432.1,36
PUNJAB,1923,99.4,50.2,536,52.3
PUNJAB,1924,81.4,21.3,452.1,36
PUNJAB,1925,20.2,29.8,562.3,17.3
PUNJAB,1926,21.6,101.2,478.7,5.8
PUNJAB,1927,40.5,40.4,364.7,35.5
PUNJAB,1928,46.9,19.2,306.1,64.9
PUNJAB,1929,10,13.2,329,70.8
PUNJAB,1930,52.5,27.1,462.4,15.1
PUNJAB,1931,39.6,42.5,484.2,22.3
PUNJAB,1932,32.2,47.7,378.7,31.6
PUNJAB,1933,32.6,68.6,747.2,12.2
PUNJAB,1934,20,46,353.3,9.9
PUNJAB,1935,114.5,59.1,401.9,22.6
PUNJAB,1936,60.1,33.7,498.4,34.3
PUNJAB,1937,101.8,60.8,374.7,33.8
PUNJAB,1938,99.7,14.3,306.4,10.5
PUNJAB,1939,67.2,67.2,266.8,2.6
PUNJAB,1940,81.9,23,426.6,0.7
PUNJAB,1941,63.8,28.6,394,19.9
PUNJAB,1942,84.4,48.4,693.9,44.9
PUNJAB,1943,57.4,25.5,338.9,0.6
PUNJAB,1944,86.9,96.7,418.7,24.7
PUNJAB,1945,71.4,33.6,693.6,6.7
PUNJAB,1946,18.7,30.6,350.5,78.3
PUNJAB,1947,37.7,14.8,509.1,39.3
PUNJAB,1948,73,75.3,454.8,17.2
PUNJAB,1949,67.7,19.8,491.5,5.9
PUNJAB,1950,78.5,60.5,852.4,0.6
PUNJAB,1951,28.2,85.3,347.6,38.3
PUNJAB,1952,40.1,41.1,480.8,4
PUNJAB,1953,48.6,10.4,542.3,10.2
PUNJAB,1954,123,11.9,481.6,16.6
PUNJAB,1955,36.5,64,500.6,372.8
PUNJAB,1956,28.4,51.2,525.3,145.6
PUNJAB,1957,109.1,47.9,490.5,63.1
PUNJAB,1958,13,11.7,714.8,88.5
PUNJAB,1959,64.7,35.2,553.5,46.4
PUNJAB,1960,14.3,42,529.9,20.8
PUNJAB,1961,91.2,21.8,545.4,31.7
PUNJAB,1962,53.8,52.1,641.5,22
PUNJAB,1963,14.9,50,390,21.3
PUNJAB,1964,16.7,28.2,654.3,9.6
PUNJAB,1965,37,70.9,300,15.3
PUNJAB,1966,39.1,59.6,527.5,11.9
PUNJAB,1967,13.3,87.8,485.6,93.6
PUNJAB,1968,55.2,36.4,424.6,20
PUNJAB,1969,35.9,53.6,400.5,4.9
PUNJAB,1970,60.7,20.3,565.3,4.2
PUNJAB,1971,47.2,57.6,633.5,9.6
PUNJAB,1972,40.9,17.4,375.1,37.5
PUNJAB,1973,58.4,51.2,581.5,51.9
PUNJAB,1974,5.1,11.3,323.4,16.3
PUNJAB,1975,41.4,24.7,634.5,5.3
PUNJAB,1976,82.8,44.6,662.2,5
PUNJAB,1977,38.2,80,566.4,28
PUNJAB,1978,34.2,69.7,605.8,10.9
PUNJAB,1979,97.8,74.8,276.5,14.9
PUNJAB,1980,31.7,29.3,531.6,69.1
PUNJAB,1981,68.7,65.5,318.5,51
PUNJAB,1982,63.5,194.6,276.9,36.3
PUNJAB,1983,92,188.8,456.3,13.9
PUNJAB,1984,69.6,24.5,610.7,5.7
PUNJAB,1985,5.7,31,620.4,95.8
PUNJAB,1986,42.8,75.7,456.7,36.7
PUNJAB,1987,54,136.4,181.5,37.6
PUNJAB,1988,27.5,93.3,1067.2,34.6
PUNJAB,1989,49.8,24.2,376.2,30.1
PUNJAB,1990,59.7,50.7,602,42.2
PUNJAB,1991,39.9,61.7,346.3,28
PUNJAB,1992,73,22.7,365.7,16.8
PUNJAB,1993,21.2,52.3,507.2,2.4
PUNJAB,1994,50.9,16.5,508,5.5
PUNJAB,1995,106.8,27.3,732,2.9
PUNJAB,1996,71.6,25.5,473,19.6
PUNJAB,1997,19.9,75.1,485.1,110
PUNJAB,1998,58.7,47.3,432.6,50.1
PUNJAB,1999,49,26.8,287.9,0.7
PUNJAB,2000,52,23.5,326.9,2.9
PUNJAB,2001,10.1,67.5,357.1,6.2
PUNJAB,2002,9,31,228.4,6.3
PUNJAB,2003,67,26.2,324.3,7.1
PUNJAB,2004,38,42.7,234,37
PUNJAB,2005,96.1,42.2,413.4,0.4
PUNJAB,2006,18.7,79.5,504.8,44.7
PUNJAB,2007,70,64.1,448.6,12.1
PUNJAB,2008,16.1,60.3,629.3,11.4
PUNJAB,2009,23.9,30.1,300.1,7.1
PUNJAB,2010,17.6,8.6,395.1,30.2
PUNJAB,2011,39.2,44.9,617.5,3.6
PUNJAB,2012,65.8,34.7,379.6,13.6
PUNJAB,2013,59.4,18.6,479.7,28.9
PUNJAB,2014,41.9,75.5,244.6,20.7
PUNJAB,2015,49,115,336.3,10.5
HIMACHAL PRADESH,1901,312.3,183.8,825.9,23
HIMACHAL PRADESH,1902,33.6,241.9,650,26.1
HIMACHAL PRADESH,1903,97.9,293.7,554.2,47.4
HIMACHAL PRADESH,1904,101.7,270,515,100.9
HIMACHAL PRADESH,1905,158.1,249.8,486.6,35.6
HIMACHAL PRADESH,1906,188,124.7,986,18.8
HIMACHAL PRADESH,1907,269.4,252.1,338.9,14.9
HIMACHAL PRADESH,1908,114.5,237.6,602.9,32.6
HIMACHAL PRADESH,1909,193,76.1,740.4,67.5
HIMACHAL PRADESH,1910,98.8,138.4,1071.4,98.3
HIMACHAL PRADESH,1911,268.1,321.3,639.5,104.9
HIMACHAL PRADESH,1912,130.3,170.1,867.9,39.3
HIMACHAL PRADESH,1913,147.9,222.5,662.7,86.2
HIMACHAL PRADESH,1914,104.7,292.4,1192.8,146.1
HIMACHAL PRADESH,1915,162.6,176,854.8,43.4
HIMACHAL PRADESH,1916,85.7,110.8,888.5,87.1
HIMACHAL PRADESH,1917,50.5,304.5,1151.5,197.1
HIMACHAL PRADESH,1918,43.4,288.9,566.6,85.8
HIMACHAL PRADESH,1919,188.6,179.4,791.7,53.3
HIMACHAL PRADESH,1920,111.1,268.3,684.7,20.7
HIMACHAL PRADESH,1921,108.7,70.6,968,164
HIMACHAL PRADESH,1922,164.1,169,1314.7,70.9
HIMACHAL PRADESH,1923,264.6,171.1,1021.9,163.2
HIMACHAL PRADESH,1924,185.3,176.3,1210,89
HIMACHAL PRADESH,1925,147.8,185.5,1054.3,121.6
HIMACHAL PRADESH,1926,101.5,380.5,924.3,43.7
HIMACHAL PRADESH,1927,150,178.8,1043.1,63.1
HIMACHAL PRADESH,1928,241.9,157.2,756,153.8
HIMACHAL PRADESH,1929,161.2,90.5,939.6,233.3
HIMACHAL PRADESH,1930,163,168.6,930,43.9
HIMACHAL PRADESH,1931,208.1,179,830.7,48.5
HIMACHAL PRADESH,1932,95.9,140.7,1098.3,84.1
HIMACHAL PRADESH,1933,153.8,244.3,782.2,60.2
HIMACHAL PRADESH,1934,104.7,182.5,623.2,71.7
HIMACHAL PRADESH,1935,210.1,162.3,578.5,77.1
HIMACHAL PRADESH,1936,122.7,221.9,716.2,97.1
HIMACHAL PRADESH,1937,198.3,149.1,952.3,165.2
HIMACHAL PRADESH,1938,299.8,98.1,510.4,19.2
HIMACHAL PRADESH,1939,168.7,155,523.2,30.9
HIMACHAL PRADESH,1940,144,186.2,730.4,28
HIMACHAL PRADESH,1941,93.9,162.3,589.9,49.5
HIMACHAL PRADESH,1942,231.6,186.4,842.7,67.6
HIMACHAL PRADESH,1943,197.2,249.6,763,13.3
HIMACHAL PRADESH,1944,220.8,174.2,635.3,98.5
HIMACHAL PRADESH,1945,206.3,210.4,1182,48.2
HIMACHAL PRADESH,1946,131,176.5,1041.9,189.6
HIMACHAL PRADESH,1947,116.2,119.4,1005.7,71.9
HIMACHAL PRADESH,1948,218.5,443.2,1007.5,89.5
HIMACHAL PRADESH,1949,168,161.7,961.5,19.7
HIMACHAL PRADESH,1950,278,271.7,1125.6,9.2
HIMACHAL PRADESH,1951,181.7,266.8,690,100
HIMACHAL PRADESH,1952,169.2,293.4,742.8,58.2
HIMACHAL PRADESH,1953,201.1,221.8,919.1,83.7
HIMACHAL PRADESH,1954,468.3,152.4,1026.4,70.5
HIMACHAL PRADESH,1955,207,343.8,939,429.4
HIMACHAL PRADESH,1956,141.2,291.4,791.9,317.1
HIMACHAL PRADESH,1957,218.9,432.2,917.9,253.8
HIMACHAL PRADESH,1958,106.4,199.4,1017.9,248.6
HIMACHAL PRADESH,1959,379.2,190.8,933.8,136.5
HIMACHAL PRADESH,1960,83.6,221.1,733.3,77.2
HIMACHAL PRADESH,1961,311,207.1,876.3,121
HIMACHAL PRADESH,1962,147.9,240.9,888.6,116.1
HIMACHAL PRADESH,1963,71.3,297.9,854,131.3
HIMACHAL PRADESH,1964,235.5,268.2,809.1,41.4
HIMACHAL PRADESH,1965,261.6,441.4,460.4,57
HIMACHAL PRADESH,1966,145.3,251.2,888.9,85.6
HIMACHAL PRADESH,1967,129.9,260.9,994.5,173.2
HIMACHAL PRADESH,1968,302.6,176.6,573.8,115.2
HIMACHAL PRADESH,1969,144.6,314.1,656.6,12.3
HIMACHAL PRADESH,1970,155.4,88.6,831.4,7.1
HIMACHAL PRADESH,1971,129.6,143.1,973.7,28.6
HIMACHAL PRADESH,1972,132,158.4,445.5,106.4
HIMACHAL PRADESH,1973,197.3,124.1,567.1,66.6
HIMACHAL PRADESH,1974,119.6,100,480.2,76.3
HIMACHAL PRADESH,1975,262.5,186.8,587.9,16.8
HIMACHAL PRADESH,1976,172.2,205.7,765,36.4
HIMACHAL PRADESH,1977,90.2,197.6,859.3,97.9
HIMACHAL PRADESH,1978,166.3,242.5,873.9,88.4
HIMACHAL PRADESH,1979,285.2,274.4,390.7,70.7
HIMACHAL PRADESH,1980,170.4,126.4,765.3,93
HIMACHAL PRADESH,1981,210.8,283.4,563.3,89.6
HIMACHAL PRADESH,1982,335,527.6,420.4,140
HIMACHAL PRADESH,1983,189.3,385.5,551.6,63.2
HIMACHAL PRADESH,1984,158.8,122,613.3,74.2
HIMACHAL PRADESH,1985,93.4,156.1,726.1,218.3
HIMACHAL PRADESH,1986,126.6,363.7,626.6,205.6
HIMACHAL PRADESH,1987,152.7,424.2,369.6,89.1
HIMACHAL PRADESH,1988,169.8,420.4,1160.3,130.6
HIMACHAL PRADESH,1989,173.5,221.2,663,119.6
HIMACHAL PRADESH,1990,197.4,332,767,166.3
HIMACHAL PRADESH,1991,167.1,294.8,595.6,47.4
HIMACHAL PRADESH,1992,199.7,320.1,832.2,31.1
HIMACHAL PRADESH,1993,178.8,241.5,690,18
HIMACHAL PRADESH,1994,213.4,225.8,884.8,86.2
HIMACHAL PRADESH,1995,201.5,226.7,1028.6,37.1
HIMACHAL PRADESH,1996,236.4,231.6,871.1,45.3
HIMACHAL PRADESH,1997,109.3,223.8,881,240.3
HIMACHAL PRADESH,1998,147.3,252.3,854.3,127.7
HIMACHAL PRADESH,1999,163.5,138.8,804.8,37.8
HIMACHAL PRADESH,2000,237.2,173.7,640,17.5
HIMACHAL PRADESH,2001,66.2,240,622.5,63.1
HIMACHAL PRADESH,2002,203.2,287.9,486.6,12.8
HIMACHAL PRADESH,2003,156.1,201.9,613.3,63.2
HIMACHAL PRADESH,2004,129.3,118.3,467.5,163.5
HIMACHAL PRADESH,2005,370.7,230.9,640.3,6.6
HIMACHAL PRADESH,2006,140.7,250,732.1,95.6
HIMACHAL PRADESH,2007,122.3,225.9,631,55.4
HIMACHAL PRADESH,2008,193.1,93.6,749.4,78
HIMACHAL PRADESH,2009,100.7,188.2,550.3,117.2
HIMACHAL PRADESH,2010,122.1,186.8,851.2,99.4
HIMACHAL PRADESH,2011,141.3,157.3,796.6,13.2
HIMACHAL PRADESH,2012,143.5,93.7,686.3,28.1
HIMACHAL PRADESH,2013,262.5,138.1,748.2,63.2
HIMACHAL PRADESH,2014,194.5,254.6,486.6,73
HIMACHAL PRADESH,2015,223.9,322.3,607.2,57.2
JAMMU & KASHMIR,1901,135.6,307.6,508.2,28.5
JAMMU & KASHMIR,1902,16.2,262.5,420.9,60.9
JAMMU & KASHMIR,1903,117.7,354.6,746.9,67.5
JAMMU & KASHMIR,1904,128,277.5,402.7,174
JAMMU & KASHMIR,1905,223,298.4,539.7,96.7
JAMMU & KASHMIR,1906,241.4,255.9,653.6,42.1
JAMMU & KASHMIR,1907,295.4,340.2,416.3,17.8
JAMMU & KASHMIR,1908,137.7,269.1,724.3,96.2
JAMMU & KASHMIR,1909,241.2,147.2,822.9,128.7
JAMMU & KASHMIR,1910,208.7,198.3,635.4,67.1
JAMMU & KASHMIR,1911,397.1,357.2,389,136.9
JAMMU & KASHMIR,1912,209.5,271.4,382.5,73.3
JAMMU & KASHMIR,1913,210.3,230.4,449.6,109.8
JAMMU & KASHMIR,1914,276.7,400.9,718.6,295.9
JAMMU & KASHMIR,1915,265.8,260.2,388.4,49.5
JAMMU & KASHMIR,1916,196.8,195.3,600.6,41.6
JAMMU & KASHMIR,1917,97.8,305.6,776.7,206
JAMMU & KASHMIR,1918,53.5,447.6,292,123.4
JAMMU & KASHMIR,1919,285.9,244.4,530.4,128.5
JAMMU & KASHMIR,1920,209.2,360.4,267.5,52.8
JAMMU & KASHMIR,1921,211.9,127.1,469.5,249.2
JAMMU & KASHMIR,1922,148.5,176.3,476.1,89.8
JAMMU & KASHMIR,1923,349.2,303.5,478.3,133.3
JAMMU & KASHMIR,1924,307.9,311.5,449.5,113.4
JAMMU & KASHMIR,1925,177.3,222.7,528.2,85.2
JAMMU & KASHMIR,1926,114.4,398.3,574,36.9
JAMMU & KASHMIR,1927,202,216.6,502.2,52.3
JAMMU & KASHMIR,1928,335.1,253.4,460.6,241.9
JAMMU & KASHMIR,1929,187.6,135.9,530.2,249
JAMMU & KASHMIR,1930,317.9,376.9,421.1,52.2
JAMMU & KASHMIR,1931,267.1,191.7,439.1,57.2
JAMMU & KASHMIR,1932,202.1,242.6,499.2,95.5
JAMMU & KASHMIR,1933,241.4,325.4,558.5,62.4
JAMMU & KASHMIR,1934,137.3,204.1,382.7,79
JAMMU & KASHMIR,1935,289,295.6,412.8,88.1
JAMMU & KASHMIR,1936,228.8,326.3,454.4,131.3
JAMMU & KASHMIR,1937,227.8,191.2,296.2,224.4
JAMMU & KASHMIR,1938,377.3,223.7,389.6,71
JAMMU & KASHMIR,1939,310.2,268.1,366.7,58.6
JAMMU & KASHMIR,1940,157.8,249.8,434.3,36.4
JAMMU & KASHMIR,1941,134.2,191,428.1,118.3
JAMMU & KASHMIR,1942,324.6,213.3,590.2,111.7
JAMMU & KASHMIR,1943,283.1,364.6,485.5,34.5
JAMMU & KASHMIR,1944,257.4,197.7,465.5,130.4
JAMMU & KASHMIR,1945,154.7,277.8,377.8,45.8
JAMMU & KASHMIR,1946,126.2,145.6,431.7,218.8
JAMMU & KASHMIR,1947,146.6,135.3,529.2,102.9
JAMMU & KASHMIR,1948,181.6,325.9,587.8,87.9
JAMMU & KASHMIR,1949,295.3,241.6,337.5,72.4
JAMMU & KASHMIR,1950,463.9,290.2,749.8,19.2
JAMMU & KASHMIR,1951,206.6,305.3,369.8,81.3
JAMMU & KASHMIR,1952,182.3,305,489.6,92.6
JAMMU & KASHMIR,1953,182,225.4,699.1,123.1
JAMMU & KASHMIR,1954,559,150.5,531.4,66.2
JAMMU & KASHMIR,1955,62.8,302.2,599.3,192
JAMMU & KASHMIR,1956,200.3,314.5,811.6,194.4
JAMMU & KASHMIR,1957,328.7,478,450.4,263.1
